BEGIN CH1_DATA
Freq,[GHz],dB(St(P1_T1,P1_T1)),[],ang_deg(St(P1_T1,P1_T1)),[deg],dB(St(P1_T1,P2_T1)),[],ang_deg(St(P1_T1,P2_T1)),[deg],dB(St(P2_T1,P1_T1)),[],ang_deg(St(P2_T1,P1_T1)),[deg],dB(St(P2_T1,P2_T1)),[],ang_deg(St(P2_T1,P2_T1)),[deg]
10000000,-21.326345,-1.4763926,-0.76963001,-0.11895228,-0.76400584,-0.048467483,-21.270237,-2.0599694
260000000,-21.316357,-21.527285,-0.80406475,-2.6927547,-0.80417961,-2.6262183,-21.165438,-21.062004
510000000,-20.852863,-39.649822,-0.89059198,-4.735033,-0.89277697,-4.6772509,-20.847046,-38.919865
760000000,-20.219559,-55.343437,-0.99912101,-6.7226911,-1.003029,-6.6561403,-20.067154,-55.466679
1010000000,-19.698257,-66.338425,-1.0864353,-8.5030174,-1.0888108,-8.4288931,-19.592279,-66.637161
1260000000,-18.627035,-77.405899,-1.1893375,-10.135356,-1.1923116,-10.061163,-18.601227,-76.891762
1510000000,-18.154436,-83.712288,-1.309294,-11.71835,-1.3131284,-11.643086,-18.159977,-83.965698
1760000000,-17.43825,-89.628181,-1.4045657,-13.13958,-1.4150292,-13.052021,-17.436153,-89.751472
2010000000,-16.451406,-95.348289,-1.4896983,-14.84139,-1.4982624,-14.739428,-16.405714,-95.089584
2260000000,-15.97495,-101.43402,-1.6390069,-16.224354,-1.6444827,-16.117434,-15.896339,-101.30414
2510000000,-15.409872,-105.76186,-1.7564601,-17.532589,-1.7618803,-17.418604,-15.386763,-106.0612
2760000000,-14.915476,-110.46949,-1.8955435,-18.807184,-1.8994869,-18.682085,-14.869233,-110.52739
3010000000,-14.600109,-114.76797,-2.0287902,-19.763304,-2.0286193,-19.642088,-14.496186,-115.29942
3260000000,-14.143476,-118.15255,-2.152879,-20.899179,-2.1536059,-20.772287,-14.133747,-118.68155
3510000000,-13.84277,-122.26043,-2.2730412,-21.84679,-2.2746651,-21.734129,-13.834684,-122.61488
3760000000,-13.667724,-125.26218,-2.4016283,-22.717688,-2.403801,-22.608727,-13.622482,-125.69624
4010000000,-13.415356,-127.90025,-2.5024536,-23.534464,-2.5062289,-23.418737,-13.374712,-128.53654
4260000000,-13.198435,-130.41522,-2.6138356,-24.413443,-2.6158631,-24.298658,-13.107877,-131.0925
4510000000,-12.983293,-133.02733,-2.7181392,-25.192041,-2.7189355,-25.087826,-12.916355,-133.70372
4760000000,-12.80629,-135.08862,-2.8220646,-25.98245,-2.8215063,-25.878094,-12.732638,-135.88072
5010000000,-12.609455,-137.33412,-2.9318984,-26.726753,-2.9329128,-26.604662,-12.543273,-138.08128
5260000000,-12.463235,-139.50494,-3.0330708,-27.375324,-3.0331838,-27.243809,-12.395925,-140.39429
5510000000,-12.32969,-141.5468,-3.11782,-27.976086,-3.119386,-27.836735,-12.251141,-142.59332
5760000000,-12.234527,-143.36838,-3.1973155,-28.674555,-3.2012711,-28.531155,-12.155565,-144.39638
6010000000,-12.130327,-145.02052,-3.2841723,-29.314537,-3.2864537,-29.16444,-12.035378,-146.1844
6260000000,-12.01706,-146.65269,-3.3624754,-29.894978,-3.3641217,-29.742012,-11.917318,-147.91444
6510000000,-11.918757,-148.25967,-3.43577,-30.548616,-3.4378116,-30.384497,-11.850039,-149.56131
